"Date","Open.x","High.x","Low.x","Close.x","Adj.Close.x","Volume.x","release_dates","weeks_after","Open.y","High.y","Low.y","Close.y","Adj.Close.y","Volume.y","Open","High","Low","Close","Adj.Close","Volume","avg_price_week_prior","avg_price_week_after","percent_change"
"2022-05-18",4051.97998,4051.97998,3911.909912,3923.679932,3923.679932,5103220000,"2022-05-25","2022-06-01",4149.779785,4166.540039,4073.850098,4101.22998,4101.22998,4531800000,3929.590088,3999.330078,3925.030029,3978.72998,3978.72998,4802560000,3990.785034,4039.6849365,1.01225320383919
"2022-06-29",3825.090088,3836.5,3799.02002,3818.830078,3818.830078,4211240000,"2022-07-06","2022-07-13",3779.669922,3829.439941,3759.070068,3801.780029,3801.780029,4109390000,3831.97998,3870.909912,3809.370117,3845.080078,3845.080078,4417720000,3828.535034,3805.824951,0.994068205515081
"2022-08-10",4181.02002,4211.029785,4177.259766,4210.240234,4210.240234,4546010000,"2022-08-17","2022-08-24",4126.549805,4156.560059,4119.970215,4140.77002,4140.77002,3583630000,4280.399902,4302.180176,4253.080078,4274.040039,4274.040039,3885030000,4230.709961,4203.4748535,0.993562520770494
"2022-10-05",3753.25,3806.909912,3722.659912,3783.280029,3783.280029,4293180000,"2022-10-12","2022-10-19",3703.110107,3728.580078,3666.51001,3695.159912,3695.159912,4223800000,3590.830078,3608.340088,3573.860107,3577.030029,3577.030029,4006830000,3672.040039,3646.9700925,0.993172746965246
"2022-11-16",3976.820068,3983.090088,3954.340088,3958.790039,3958.790039,4165320000,"2022-11-23","2022-11-30",3957.179932,4080.110107,3938.580078,4080.110107,4080.110107,6579360000,4000.300049,4033.780029,3998.659912,4027.26001,4027.26001,3279720000,3988.5600585,3978.7399905,0.997537941548837
"2022-12-28",3829.560059,3848.320068,3780.780029,3783.219971,3783.219971,3083520000,"2023-01-04","2023-01-11",3932.350098,3970.070068,3928.540039,3969.610107,3969.610107,4303360000,3840.360107,3873.159912,3815.77002,3852.969971,3852.969971,4414080000,3834.960083,3886.3551025,1.013401709115
"2023-02-15",4119.5,4148.109863,4103.97998,4147.600098,4147.600098,4075980000,"2023-02-22","2023-03-01",3963.340088,3971.72998,3939.050049,3951.389893,3951.389893,4249480000,4001.830078,4017.370117,3976.899902,3991.050049,3991.050049,4079320000,4060.665039,3982.585083,0.980771633402388
"2023-04-05",4094.5,4099.689941,4072.560059,4090.379883,4090.379883,3968020000,"2023-04-12","2023-04-19",4139.330078,4162.569824,4134.490234,4154.52002,4154.52002,3572560000,4121.720215,4134.370117,4086.939941,4091.949951,4091.949951,3633120000,4108.1101075,4130.5251465,1.00545628973261
"2023-05-17",4122.850098,4164.669922,4113.620117,4158.77002,4158.77002,4039080000,"2023-05-24","2023-05-31",4190.740234,4195.439941,4166.149902,4179.830078,4179.830078,5980670000,4132.959961,4132.959961,4103.97998,4115.240234,4115.240234,3739160000,4127.9050295,4161.8500975,1.00822331612705
"2023-06-28",4367.47998,4390.350098,4360.220215,4376.859863,4376.859863,3739330000,"2023-07-05","2023-07-12",4467.689941,4488.339844,4463.22998,4472.160156,4472.160156,3920290000,4442.040039,4454.060059,4436.609863,4446.819824,4446.819824,3482620000,4404.7600095,4454.86499,1.01137518965663
"2023-08-09",4501.569824,4502.439941,4461.330078,4467.709961,4467.709961,3803100000,"2023-08-16","2023-08-23",4396.439941,4443.180176,4396.439941,4436.009766,4436.009766,3837270000,4433.790039,4449.950195,4403.549805,4404.330078,4404.330078,3753910000,4467.6799315,4415.11499,0.988234398545566
"2023-10-04",4233.830078,4268.5,4220.47998,4263.75,4263.75,3777600000,"2023-10-11","2023-10-18",4357.350098,4364.200195,4303.839844,4314.600098,4314.600098,3686030000,4366.589844,4378.640137,4345.339844,4376.950195,4376.950195,3601660000,4300.209961,4361.969971,1.01436209174904
